Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.56     0.00     1611     0.00     0.00  void std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_construct_node<boost::icl::discrete_interval<int, std::less> const&>(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1609     0.00     0.00  std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >::_M_const_cast() const
  0.00      0.56     0.00     1609     0.00     0.00  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::insert(std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1609     0.00     0.00  std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> > std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_insert_unique_<boost::icl::discrete_interval<int, std::less> const&>(std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1609     0.00     0.00  std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> > std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_insert_unique_<boost::icl::discrete_interval<int, std::less> const&, std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Alloc_node>(std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >, boost::icl::discrete_interval<int, std::less> const&, std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Alloc_node&)
  0.00      0.56     0.00     1609     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1581     0.00     0.00  std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >::operator++()
  0.00      0.56     0.00     1426     0.00     0.00  rb_rotate_right(rb_tree*, rb_node*)
  0.00      0.56     0.00     1014     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::begin()
  0.00      0.56     0.00     1014     0.00     0.00  std::operator==(std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> > const&, std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> > const&)
  0.00      0.56     0.00     1000     0.00     0.00  std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >::operator--()
  0.00      0.56     0.00      815     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&)
  0.00      0.56     0.00      782     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&)
  0.00      0.56     0.00       29     0.00     0.00  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::end() const
  0.00      0.56     0.00       29     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::end() const
  0.00      0.56     0.00       14     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*&, std::_Rb_tree_node_base*&)
  0.00      0.56     0.00       14     0.00     0.00  std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*& std::forward<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*&>(std::remove_reference<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*&>::type&)
  0.00      0.56     0.00       12     0.00     0.00  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::end()
  0.00      0.56     0.00       12     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::size() const
  0.00      0.56     0.00        2     0.00     0.00  dis_create()
  0.00      0.56     0.00        2     0.00     0.00  dis_destroy(rb_tree*)
  0.00      0.56     0.00        2     0.00     0.00  rb_tree_create(unsigned long, int (*)(void const*, void const*))
  0.00      0.56     0.00        2     0.00     0.00  rb_node_destroy(rb_node*, bool)
  0.00      0.56     0.00        2     0.00     0.00  rb_tree_destroy(rb_tree*, bool)
  0.00      0.56     0.00        2     0.00     0.00  boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::handle_inserted(std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >)
  0.00      0.56     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z14rb_node_createPvP7rb_nodeS1_S1_8rb_colorm
  0.00      0.56     0.00        1     0.00     0.00  init_intervals()
  0.00      0.56     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.56     0.00        1     0.00    85.04  run_dis()
  0.00      0.56     0.00        1     0.00    30.01  run_dit()
  0.00      0.56     0.00        1     0.00   360.16  run_icl()
  0.00      0.56     0.00        1     0.00    85.04  run_disxx()
  0.00      0.56     0.00        1     0.00     0.00  DisjointIntervalSet::DisjointIntervalSet()
  0.00      0.56     0.00        1     0.00     0.00  DisjointIntervalSet::~DisjointIntervalSet()
  0.00      0.56     0.00        1     0.00     0.00  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::interval_base_set()
  0.00      0.56     0.00        1     0.00    10.00  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::~interval_base_set()
  0.00      0.56     0.00        1     0.00     0.00  boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::split_interval_set()
  0.00      0.56     0.00        1     0.00    10.00  boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::~split_interval_set()
  0.00      0.56     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::new_allocator()
  0.00      0.56     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::~new_allocator()
  0.00      0.56     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::allocator()
  0.00      0.56     0.00        1     0.00     0.00  std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::~allocator()
  0.00      0.56     0.00        1     0.00     0.00  std::_Rb_tree_header::_M_reset()
  0.00      0.56     0.00        1     0.00     0.00  std::_Rb_tree_header::_Rb_tree_header()
  0.00      0.56     0.00        1     0.00     0.00  std::_Rb_tree_key_compare<boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> > >::_Rb_tree_key_compare()
  0.00      0.56     0.00        1     0.00     0.00  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::set()
  0.00      0.56     0.00        1     0.00    10.00  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::~set()
  0.00      0.56     0.00        1     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Rb_tree_impl<boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, true>::_Rb_tree_impl()
  0.00      0.56     0.00        1     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Rb_tree_impl<boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, true>::~_Rb_tree_impl()
  0.00      0.56     0.00        1     0.00    10.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_erase(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*)
  0.00      0.56     0.00        1     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Rb_tree()
  0.00      0.56     0.00        1     0.00    10.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::~_Rb_tree()
